"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,42,0,0,0,0,0,0,0,0,0,0
"ASV_1461",0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_1462",0,0,0,0,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1463",0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"ASV_1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,9,0,0,0,12,0,0,0,8,0,0
"ASV_1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,22,0,0,0,0,0,0,21,0,0
"ASV_1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,13,6,9,0,0
"ASV_1473",3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,10,0,6,0,0,0,0,0,0,0,7,0,0
"ASV_1474",0,5,6,0,0,0,5,0,0,4,4,9,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
"ASV_1477",0,2,0,14,6,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ASV_1478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,13,0,0,21,0,0,0
"ASV_1479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,7,0,0,0,1,6,6,10,0,0,0
"ASV_1487",4,0,2,0,4,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,5,0,0,0,0,0,0
"ASV_1491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,5,0,0,10,0,0
"ASV_1498",0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0
"ASV_1500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,9,0,0,0,3,0,4,0,0,0,8
"ASV_1505",10,4,0,0,0,0,9,1,3,0,13,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_1506",0,11,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,6,1,0,0,0,0,0,0,0,0,3
"ASV_1507",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,5,0,0,0,2,0,5,0,0,0,5
"ASV_1508",0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV_1518",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,5,0,5,0,0,6,4,0,2,0,4,0
"ASV_1519",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"ASV_1520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,26,0,0,0,0
"ASV_1521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,7,8,0,0,0
"ASV_1523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV_1527",0,0,0,9,0,0,0,7,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,10,8,0,0,6,0,0,0
"ASV_1534",0,0,0,0,0,19,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,1,0,5,5,3,1,2,0,5,0,1,0
"ASV_1535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,17,0,0,0,2,0,0,2,0,0,0,0,0
"ASV_1536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,10,2,0,0,0,3,0,4,2,0,0,3
"ASV_1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,3,1,7,5,6,0,1,0,0,0,1,0
"ASV_1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,14,0,15,0,5
"ASV_1548",13,0,28,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1549",12,4,0,12,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1550",0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1551",0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,8,0,0
"ASV_1552",0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,10,0,5,0,0,0,0,0,14,0,8,0
"ASV_1554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,0,0,0
"ASV_1555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_1561",0,0,11,14,0,0,0,7,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1562",0,0,0,15,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1563",0,0,0,0,0,0,0,8,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0
"ASV_1565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0,5,1,0,0,0,0,0,0,0,0,0,0
"ASV_1566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,13,5,20,0
"ASV_1567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0,6,0,2,6,3,0,3
"ASV_1570",4,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_1571",0,5,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"ASV_1572",0,0,5,0,3,0,7,0,2,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1573",0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
"ASV_1574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,6,0,0,0,0,14,0,0,0,10
"ASV_1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,6,0,0,0,5,0,8,20,0,0,0,3,0
"ASV_1577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,26,0,9,0,0,0,0,0
"ASV_1578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_1585",6,0,0,0,0,0,5,1,7,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,5,11,0,0,0,5,0,0,0,0,0,0
"ASV_1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,9,0,0,0,0,0
"ASV_1592",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1593",0,0,0,5,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1594",0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,8,0,0,0,0,0,0,4,0,0,0
"ASV_1596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0
"ASV_1597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,4,12,0,10,0,0,0,0,0,0,0,0
"ASV_1598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,9,0,0
"ASV_1599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,8,0,4,0,0,15,0,0,8,2,0,8
"ASV_1600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"ASV_1601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,8,0,4,0,5,0,4
"ASV_1608",11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV_1609",0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,11,0,0,0,0,0,0,0,0
"ASV_1610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,5,0,0,0,0,4,0,0,6,11,0,0,0
"ASV_1612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,13,0,0,0,0,1,0,0,0
"ASV_1620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0
"ASV_1627",11,6,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1628",0,0,0,0,11,0,7,4,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,4,0,0,0,3,6,2,0,0,9,9
"ASV_1631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,4,0,0,0,4,2
"ASV_1632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,5,9,6,0,0,5,0,8,0
"ASV_1633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0
"ASV_1645",0,0,2,7,0,0,2,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_1647",0,0,0,0,0,0,0,0,10,0,16,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,0,0,0,20
"ASV_1655",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1662",0,0,7,0,7,0,0,1,4,0,7,0,0,0,0,0,2,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_1663",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"ASV_1664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,2,0,0,3,5,0,8,0,0,4
"ASV_1665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,8,0,2,1,0,4,0
"ASV_1672",20,0,19,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1673",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,21,0,0,0
"ASV_1674",0,0,12,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_1675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,4,6,6,0,0,0,0,0,0,5,5,0,9
"ASV_1676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_1677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,0,0,0,0,0,0,0,6,3,0,0,0
"ASV_1678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,3,0,0,0,0,5,4
"ASV_1684",0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,2,5,8,1,2,1,1,1,3,0,4,0,1
"ASV_1686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,8,0,22,0
"ASV_1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,8,8,0,0,0,0,2,0,0,0,0,12
"ASV_1688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV_1696",2,0,0,13,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5
"ASV_1697",0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,23,0,12,0,0,0
"ASV_1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,13,0,0,0,0,0,4,0,0
"ASV_1701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,16
"ASV_1712",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,9,0,0,0,7,0,0
"ASV_1713",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,8,7,0,0,0,5,3,6,0,0,0
"ASV_1715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,0,0,0,0,0
"ASV_1716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,16,0,0,0,0,0,11,0,0,0
"ASV_1724",0,0,0,6,5,0,0,2,0,0,1,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1725",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ASV_1727",0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,3,0,0,14,0
"ASV_1729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,2,11,0
"ASV_1732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"ASV_1740",23,0,3,0,3,0,5,0,2,0,0,1,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,33,0,0
"ASV_1750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,55,0,10,0,0,0,0,0
"ASV_1751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,27,10,0,0,0,0,0,0
"ASV_1754",11,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1755",9,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,4
"ASV_1764",0,0,10,0,6,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,6,9,9,0,0
"ASV_1768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0
"ASV_1769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,0,0,12,0,0,0,0,3,5,0,0,0
"ASV_1777",0,0,0,0,7,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1778",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"ASV_1779",0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,7,0,0
"ASV_1782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,20,10,0,0,0,0
"ASV_1787",12,0,11,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"ASV_1789",0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,6,0,0,0,0,5,0,0,4,0,0
"ASV_1790",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"ASV_1791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,2,6,0,2,0,0,0,0,0,0,12,0
"ASV_1795",19,0,4,12,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1797",0,0,6,0,0,36,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1798",0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV_1799",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1800",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_1808",1,1,3,0,0,0,0,2,0,0,1,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0
"ASV_1809",0,3,3,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1820",9,0,0,0,5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0
"ASV_1821",0,0,0,0,0,6,3,0,0,0,0,3,3,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
"ASV_1822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,14,0,0,0,3,0,0,0,0,0,0
"ASV_1823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,3,0,0,11,8,0,0,0,0,4,8,0,0,0
"ASV_1824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,13,0,0,5,4,0,2,0,0
"ASV_1829",2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_1830",0,2,0,0,0,0,0,0,1,1,0,10,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,8,0
"ASV_1831",0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_1833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ASV_1834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,13,0,0,0,0,1
"ASV_1835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,20,5,0,0,0,0,0,0,0,0,1
"ASV_1843",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,19,0,0,0,7,0,0,0,0,0,0
"ASV_1844",3,0,0,11,2,0,0,3,0,0,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1845",0,4,4,0,0,0,5,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_1848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,0,8,0,0,0,3,5,0,4,5
"ASV_1850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,0,7,0,0,0,4,0,0,0
"ASV_1857",8,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1859",0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1860",0,0,0,0,5,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1861",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,6,15,0,0,0,0,0,0,0,0,0
"ASV_1862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,10,0,0,0,0,0,1,0,0,7,8
"ASV_1864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,7,0,0,0
"ASV_1876",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"ASV_1879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,7
"ASV_1881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0
"ASV_1889",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
